,text,polarity,subjectivity,date,sentiment
395,$KO is Bullish above $47.96. Trade near  $47.96 https://t.co/3SUv20JIZw https://t.co/PRP64sZCPi,0.05,0.25,2018-01-29 19:36:20,positive
396,RT @NYSE: Which new flavor of @DietCoke are you most excited to try? (NYSE: $KO),0.337121212121,0.568181818182,2018-01-29 19:33:05,positive
397,RT @NYSE: Which new flavor of @DietCoke are you most excited to try? (NYSE: $KO),0.337121212121,0.568181818182,2018-01-29 19:31:58,positive
398,RT @NYSE: Which new flavor of @DietCoke are you most excited to try? (NYSE: $KO),0.337121212121,0.568181818182,2018-01-29 19:25:52,positive
399,RT @stockspastor: $KO is overbought and now sitting at a resistance.  Pullback imminent,0.0,0.0,2018-01-29 19:24:35,neutral
400,Did you bank on $KO alert given on Friday?  Nice easy money today https://t.co/YkGYhhnAQl,0.516666666667,0.916666666667,2018-01-29 19:14:52,positive
401,Adage Capital Partners Gp Has Trimmed Coca Cola Co $KO Position https://t.co/Iam6vWTiBj,0.0,0.0,2018-01-29 19:09:54,neutral
402,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 19:09:08,negative
403,https://t.co/gu5gmbsWGe | 42s top5 $VCO $SKX $DECK $PVH $IBA | top5 mktGain $DPS $BTI $PM $SNE $KO | top5 mktLoss… https://t.co/m4j0mYZNNt,0.0,0.0,2018-01-29 19:08:18,neutral
404,"$KO:

Minute Maid gets new president amid series of Coca-Cola promotions:

https://t.co/JY7hiTjfcN",0.136363636364,0.454545454545,2018-01-29 18:41:06,positive
405,@OptionsHawk Also $KO isn’t necessarily the only one who can potentially buyout $MNST They also had a 16% in $GMCR… https://t.co/Ib21pkkwuy,0.0,1.0,2018-01-29 18:39:19,neutral
406,Coca Cola Co $KO Holder Bank Of The West Has Lowered Its Stake https://t.co/4h5bfCwWDU,0.0,0.0,2018-01-29 18:36:05,neutral
407,"@OptionsHawk $KO owns about 16% of $MNST and has earnings next week. If they’re going to do a takeover soon, I woul… https://t.co/KbH3VkyIlj",0.0,0.0,2018-01-29 18:28:40,neutral
408,"$DPS $KO $GMCR:

Keurig Deal Puts Pressure on Coca-Cola to Seek Its Own Targets:

https://t.co/dA63nrmB3F",0.6,1.0,2018-01-29 18:28:21,positive
409,"RT @carlquintanilla: - @DietCoke giving away some of its new flavors outside the @NYSE, If you’re in the neighborhood 

$KO #DietCoke https…",0.0681818181818,0.252272727273,2018-01-29 18:28:09,positive
410,"RT @TheDomino: 68 RECORD S&amp;P 500 HIGHS so far in trading today, incl:
Amazon $AMZN
Alphabet $GOOGL
Microsoft $MSFT
Nvidia $NVDA
Salesforce…",0.1,1.0,2018-01-29 18:10:07,positive
411,https://t.co/gu5gmbsWGe | 42s top5 $VCO $SKX $DECK $PVH $IBA | top5 mktGain $DPS $BTI $KO $BUD $SNE | top5 mktLoss… https://t.co/hhvOMB5Mbz,0.0,0.0,2018-01-29 18:08:08,neutral
412,"$DPS $KO $PEP:

Go Ahead and Take Profits on the Dr Pepper Snapple Group Inc …:

https://t.co/fNkrwoouig",0.0,0.0,2018-01-29 18:05:06,neutral
413,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 18:03:46,negative
414,Oooo $KO handing out samples of their  #dietcoke @NYSE clad in fresh water drops like the movies. I’m all about the… https://t.co/mD1yBDsSNN,0.3,0.5,2018-01-29 18:02:56,positive
415,"RT @carlquintanilla: - @DietCoke giving away some of its new flavors outside the @NYSE, If you’re in the neighborhood 

$KO #DietCoke https…",0.0681818181818,0.252272727273,2018-01-29 17:48:26,positive
416,"- @DietCoke giving away some of its new flavors outside the @NYSE, If you’re in the neighborhood 

$KO #DietCoke https://t.co/Su21aJ7UPV",0.0681818181818,0.252272727273,2018-01-29 17:47:24,positive
417,Keurig Acquires Dr. Pepper Snapple; Combined Company to List and Trade Publicly - Dr. Fly $DPS $KO $PEP  https://t.co/boR6ZMjIzI,0.4,0.483333333333,2018-01-29 17:47:16,positive
418,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 17:42:47,negative
419,"$KO $PEP:

Major Tech Earnings in Focus:

https://t.co/rD9VHTOmnp",0.0625,0.5,2018-01-29 17:35:08,positive
420,Analyst Has 5 Top Weak Dollar Stocks to Buy Right Now https://t.co/OJgXm5qN8U $MO $XOM $KO $MCD $PG,0.136904761905,0.553571428571,2018-01-29 17:34:00,positive
421,52-Week High Alert: Trading today’s movement in COCA-COLA $KO https://t.co/2ZPPR7y28E https://t.co/WEzNuFB5pt,0.16,0.54,2018-01-29 17:29:40,positive
422,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 17:27:00,negative
423,$KO Max Pain=46.50. Maturity=02/02/2018. #maxpain #options https://t.co/CL5zml4Bk1 https://t.co/7PGdQFgIdT,0.0,0.0,2018-01-29 17:25:51,neutral
424,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 17:25:06,negative
425,"RT @GillianTan: Sound familiar, Coke? via @blsuth $KO $DPS https://t.co/SgtR9rJ3eU",0.3875,0.45,2018-01-29 17:23:55,positive
426,"Sold $AGG &amp; $KO then moved into a new ETF: $DEF.

Added a bit to $LIT because I didn't feel like buying individual… https://t.co/WYFkEjX6wv",0.136363636364,0.454545454545,2018-01-29 17:22:14,positive
427,RT @NYSE: Which new flavor of @DietCoke are you most excited to try? (NYSE: $KO),0.337121212121,0.568181818182,2018-01-29 17:16:13,positive
428,https://t.co/gu5gmbsWGe | 42s top5 $VCO $SKX $DECK $PVH $IBA | top5 mktGain $DPS $BTI $KO $BUD $SNE | top5 mktLoss… https://t.co/f8CjCECW05,0.0,0.0,2018-01-29 17:16:10,neutral
429,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 17:15:24,negative
430,"Sound familiar, Coke? via @blsuth $KO $DPS https://t.co/SgtR9rJ3eU",0.3875,0.45,2018-01-29 17:15:19,positive
431,"$KO d,60 on Watch https://t.co/7pPAY0NfFs",0.0,0.0,2018-01-29 17:11:28,neutral
432,"$DPS $PEP $KO:

Dr Pepper Snapple climbs 24% as Keurig agrees to $18.7B purchase:

https://t.co/7RjVfLKcJb",0.0,0.0,2018-01-29 17:08:18,neutral
433,"$KO $GMCR $DPS:

Keurig Turns the Tables on Coke:

https://t.co/Xjedhzwd5G",0.0,0.0,2018-01-29 17:08:17,neutral
434,"So, Dr.Pepper/Snapple have been co-distributed by both @CocaCola and @Pepsi... how will this news affect that? Esp.… https://t.co/em219US9pt",0.0,0.0,2018-01-29 17:06:55,neutral
435,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 17:05:59,negative
436,RT @BrandonVanZee: @clair520 Good call. Looks like that might actually happen. I just watched the interview with the CEO on @CNBC. This dea…,0.35,0.35,2018-01-29 17:05:02,positive
437,RT @clair520: $KO was 1 of the 1st American Companies to begin selling in China in 1979. $DIS soon followed. Cater Center is a fun place 4…,0.0666666666667,0.1,2018-01-29 17:04:54,positive
438,"#OTD 1892 - Coca-Cola is incorporated. It would not be sold to the public until 1919.

For more on $KO history: https://t.co/k7s2r0via9",0.25,0.283333333333,2018-01-29 17:04:01,positive
439,Mcdaniel Terry &amp; Co Has Cut Coca $KO Position https://t.co/1x7TBiURDm,0.0,0.0,2018-01-29 16:53:15,neutral
440,RT @NYSE: Which new flavor of @DietCoke are you most excited to try? (NYSE: $KO),0.337121212121,0.568181818182,2018-01-29 16:53:02,positive
441,"RT @NYSE: This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest self (NYSE: $KO…",-0.291666666667,0.666666666667,2018-01-29 16:49:39,negative
442,"This Opening Bell with @Dietcoke was a little feisty and a little twisted, but in the end helped us find our zest s… https://t.co/ionqTE8mTO",-0.291666666667,0.666666666667,2018-01-29 16:38:31,negative
443,Which new flavor of @DietCoke are you most excited to try? (NYSE: $KO),0.337121212121,0.568181818182,2018-01-29 16:37:29,positive
444,@StockboyP $ko will be less bad than many others when what I am expecting to happen does happen #marketcrash,-0.122222222222,0.411111111111,2018-01-29 16:35:14,negative
445,$spy $ko $hlf examples for buy waht is strong on overall market weakness ;-),0.227777777778,0.577777777778,2018-01-29 16:10:34,positive
446,RT @onehedgehog: $gbtc to $20+ $immr back above $11.5 later and $igap soon enough!!!! $pxs  $drys $tgc  $teum $mara $grow $rlog $isrg $adms…,0.0,0.15,2018-01-29 16:10:32,neutral
447,"$spy better wait, scan after market close and check what has been strong ;-). my $ko and $hlf calls were perfect",0.545833333333,0.808333333333,2018-01-29 16:10:10,positive
448,https://t.co/gu5gmbsWGe | 42s top5 $VCO $SKX $DECK $PVH $IBA | top5 mktGain $DPS $BUD $BTI $KO $PM | top5 mktLoss… https://t.co/wX4kgh1Xhf,0.0,0.0,2018-01-29 16:09:14,neutral
449,Vgi Partners Pty LTD Has Upped Position in Coca Cola Co $KO by $9.09 Million https://t.co/Fm3XSXmdhX,0.0,0.0,2018-01-29 15:55:25,neutral
450,Coke shares down 1.8% today. People actually think the Dr Pepper/Keurig combo is going to hit hard enough to do $3.… https://t.co/jBTT11VCVX,-0.111805555556,0.357638888889,2018-01-29 15:51:31,negative
451,$gbtc to $20+ $immr back above $11.5 later and $igap soon enough!!!! $pxs  $drys $tgc  $teum $mara $grow $rlog… https://t.co/ovGzKcNVPM,0.0,0.15,2018-01-29 15:45:22,neutral
452,RT @clair520: $KO was 1 of the 1st American Companies to begin selling in China in 1979. $DIS soon followed. Cater Center is a fun place 4…,0.0666666666667,0.1,2018-01-29 15:45:07,positive
453,"Taking a look at the Dogs of the Dow for 2018. $VZ $IBM $PFE $XOM $CVX $MRK $KO $CSCO $PG $GE

https://t.co/TdF1Aeb0lH",0.0,0.0,2018-01-29 15:45:06,neutral
454,"Coca $KO Share Price Rose While Armstrong Henry H Associates Lowered Its Position by $456,300 ...",0.6,0.95,2018-01-29 15:37:41,positive
455,RT @clair520: $KO was 1 of the 1st American Companies to begin selling in China in 1979. $DIS soon followed. Cater Center is a fun place 4…,0.0666666666667,0.1,2018-01-29 15:33:46,positive
456,The Coca-Cola Co: Heavy volume for Coca-Cola Company (The) stock. $KO https://t.co/HzDteQOixE https://t.co/dNBdlaQlZr,-0.2,0.5,2018-01-29 15:33:44,negative
457,RT @clair520: $KO was 1 of the 1st American Companies to begin selling in China in 1979. $DIS soon followed. Cater Center is a fun place 4…,0.0666666666667,0.1,2018-01-29 15:31:39,positive
458,$KO was 1 of the 1st American Companies to begin selling in China in 1979. $DIS soon followed. Cater Center is a fu… https://t.co/Es74QdCgFU,-0.05,0.05,2018-01-29 15:30:34,negative
459,"5 Companies with the Strongest Balance Sheets in the World @themotleyfool #stocks $BRK-B, $AAPL, $MSFT, $GOOGL,… https://t.co/1NXPoWeChP",0.0,0.0,2018-01-29 15:24:12,neutral
460,The Coca-Cola Co: Heavy volume for Coca-Cola Company (The) stock. $KO https://t.co/HzDteQOixE https://t.co/5SznvLG6eV,-0.2,0.5,2018-01-29 15:23:25,negative
461,Get the latest news and updates for $LECO $UTSI $KO $MAN $MGI automatically with MarketBeat Daily https://t.co/nSJuDsYidj,0.25,0.45,2018-01-29 15:19:00,positive
462,RT @BrandonVanZee: @clair520 Good call. Looks like that might actually happen. I just watched the interview with the CEO on @CNBC. This dea…,0.35,0.35,2018-01-29 15:18:33,positive
463,@clair520 Good call. Looks like that might actually happen. I just watched the interview with the CEO on @CNBC. Thi… https://t.co/fodvO5X9Ws,0.35,0.35,2018-01-29 15:18:22,positive
464,The Coca-Cola Co $KO Shares Sold by Barr E S &amp; Co. https://t.co/HND7RtjUjN,0.0,0.0,2018-01-29 15:17:02,neutral
465,$KO weekly chart shows a great multi year breakout to all time highs for Coca-Cola. https://t.co/NwvI46td7V,0.8,0.75,2018-01-29 15:16:04,positive
466,$gbtc to $20+ $immr back above $11.5 later and $igap soon enough!!!! $pxs  $drys $tgc  $teum $mara $grow $rlog… https://t.co/WatOVQeHoi,0.0,0.15,2018-01-29 15:12:47,neutral
467,https://t.co/gu5gmbsWGe | 42s top5 $VCO $SKX $DECK $PVH $IBA | top5 mktGain $DPS $BUD $BTI $KO $PM | top5 mktLoss… https://t.co/6PSyeXZOoK,0.0,0.0,2018-01-29 15:11:09,neutral
468,$NBEV   We'll make a believer out of you yet  $KO $PEP $MNST $FIZZ $COT,0.0,0.0,2018-01-29 15:04:05,neutral
469,"IMO: DP has been a thorn in $KO side @ $MCD. 15 yrs ago DP was in a few/select mrkts. Now, in every McD! Just like… https://t.co/D9ES0ogZSu",0.0,0.0,2018-01-29 14:58:29,neutral
470,RT @clair520: @BrandonVanZee Thanks Coach for always keeping us posted on $XLP sector. Totally agreed that it's very interesting another be…,0.283333333333,0.533333333333,2018-01-29 14:55:31,positive
471,RT @clair520: @BrandonVanZee Thanks Coach for always keeping us posted on $XLP sector. Totally agreed that it's very interesting another be…,0.283333333333,0.533333333333,2018-01-29 14:54:21,positive
472,@BrandonVanZee Thanks Coach for always keeping us posted on $XLP sector. Totally agreed that it's very interesting… https://t.co/Tbg5HIWNDw,0.133333333333,0.416666666667,2018-01-29 14:52:24,positive
473,"What about $FIZZ? Who wants it? $KO $PEP $BUD 
#beverage",0.2,0.1,2018-01-29 14:50:38,positive
474,"Keurig to buy Pepper Snapple to form beverage giant $DPS $MDLZ $KO $PEP - https://t.co/go1k0H2O8B

Top 100 Stories… https://t.co/KooBwJqZqX",0.25,0.75,2018-01-29 14:42:40,positive
475,Strategic Wealth Advisors Groupinc Trimmed Its Coca Cola Company $KO Holding https://t.co/haTa1SRMLR,0.0,0.0,2018-01-29 14:35:22,neutral
476,RT @eleconomistany: Let’s the tasting begin. New @CocaCola @DietCoke flavors @nyse. What’s your favorite? I’m going for #zestybloodorange o…,0.318181818182,0.727272727273,2018-01-29 14:30:03,positive
477,"RT @NYSE: What: Be one of the first to try all 4 new Diet Coke flavors
Where: Outside the NYSE
When: Mon, Jan 29th, 8:30am-1:00pm
Who: @Die…",0.128787878788,0.279292929293,2018-01-29 14:29:24,positive
478,RT @eleconomistany: Let’s the tasting begin. New @CocaCola @DietCoke flavors @nyse. What’s your favorite? I’m going for #zestybloodorange o…,0.318181818182,0.727272727273,2018-01-29 14:28:55,positive
479,Let’s the tasting begin. New @CocaCola @DietCoke flavors @nyse. What’s your favorite? I’m going for… https://t.co/tiWUVMAzTX,0.318181818182,0.727272727273,2018-01-29 14:27:02,positive
480,"RT @rob1cox: As JAB does a reverse takeover into Dr Pepper, it's worth remembering when $KO spent $1.25bn for a stake in Keurig Green Mount…",-9.25185853854e-18,0.166666666667,2018-01-29 14:07:04,neutral
481,Watch Live- The Coca-Cola Company Rings The NYSE Opening Bell 🔔 $KO #NYSE #RingMyBell https://t.co/JAwpOPLX5m https://t.co/dRm0JLfeiV,0.136363636364,0.5,2018-01-29 14:05:15,positive
482,"$DPS $KO $PEP:

Coca-Cola, Pepsi Find There’s a New Beverage Giant to Contend With:

https://t.co/kQ59bUj7UF",0.0681818181818,0.727272727273,2018-01-29 14:05:11,positive
483,"As JAB does a reverse takeover into Dr Pepper, it's worth remembering when $KO spent $1.25bn for a stake in Keurig… https://t.co/gSGu31oo3E",0.1,0.1,2018-01-29 14:03:41,positive
484,$KO Will the news in the beverage industry stall this from reaching $49-50? https://t.co/BoKGEC3oRl,0.0,0.0,2018-01-29 13:40:39,neutral
485,This Fund Gives Exposure to Large-Cap Growth Companies $VUG $AAPL $AMZN $GOOGL $GOOG $HD $V $CNCSA $KO $PM  https://t.co/LRiQId4kxF,0.0,0.0,2018-01-29 13:21:33,neutral
486,$KO Looks like Cokes on its way to 50 per share.,0.0,0.0,2018-01-29 13:17:08,neutral
487,From Coke to Dr Pepper for Keurig. Quite the comedown. $KO $DPS,0.0,0.0,2018-01-29 13:00:50,neutral
488,"Brookstone Capital Management Lowered By $501,615 Its Coca Cola Co $KO Holding https://t.co/gkDNJdDbzt",0.0,0.0,2018-01-29 12:55:34,neutral
489,The Coca-Cola Company $KO EPS Estimated At $0.38 https://t.co/6WxZfRDODd,0.0,0.0,2018-01-29 12:54:50,neutral
490,@cfromhertz Large $PEP and $KO calls lately interesting,0.357142857143,0.464285714286,2018-01-29 12:46:45,positive
491,"This Day in Stock Market History: 
1892-Coca-Cola $KO incorporated
2001-NYSE quotes all stocks in decimal form
more: https://t.co/k7s2r0via9",0.5,0.5,2018-01-29 12:30:00,positive
492,"RT @NYSE: What: Be one of the first to try all 4 new Diet Coke flavors
Where: Outside the NYSE
When: Mon, Jan 29th, 8:30am-1:00pm
Who: @Die…",0.128787878788,0.279292929293,2018-01-29 12:21:20,positive
493,Sign up for Profectus Systems and beat the market $INTC $WDC $STX $SPY $QQQ $DIA $SPX $VIX $XIV $SVXY $UVXY $DGAZ $UGAZ $PEP $KO $HD,0.0,0.0,2018-01-29 11:12:40,neutral
494,"Asset Advisors Cut By $532,800 Its Coca $KO Position https://t.co/rw1lIbM8Ph",0.0,0.0,2018-01-29 11:12:36,neutral
495,The Coca-Cola Co $KO Position Cut by Staley Capital Advisers Inc. https://t.co/h20PhXWMZ2,0.0,0.0,2018-01-29 10:57:06,neutral
496,The Coca-Cola Co $KO Holdings Boosted by Wade G W &amp; Inc. https://t.co/YMTV1ov8KB,0.0,0.0,2018-01-29 10:53:07,neutral
497,"RT @VistaPResearch: Lunar Eclipse, #Supermoon, Blue Moon Coincide Next Week; Here's When and How to See It https://t.co/wW7PXcREJU #weather…",0.0,0.05,2018-01-29 10:47:54,neutral
498,"Pegasus Partners Ltd. Has $548,000 Position in The Coca-Cola Co $KO https://t.co/5J2QkvybLy",0.0,0.0,2018-01-29 10:37:45,neutral
499,"Moody National Bank Trust Division Has Lowered By $333,000 Its Coca Cola Company $KO Holding ...",0.0,0.0,2018-01-29 10:33:30,neutral
500,The Coca-Cola Co $KO Holdings Boosted by Legal &amp; General Group Plc https://t.co/W37qx5QhyA,0.125,0.35,2018-01-29 10:28:21,positive
501,https://t.co/zkwrjD3miQ &lt;&lt;-- We have had many SuperTrade alerts give us &gt;50% gain injust 2 weeks! $UNXL $AIG $KO $MNST $S $WTW $MDU,0.625,0.5,2018-01-29 10:15:16,positive
502,"Ffcm LLC Sells 18,170 Shares of The Coca-Cola Co $KO https://t.co/11k5kf5SpZ",0.0,0.0,2018-01-29 09:56:54,neutral
503,The Coca-Cola Co $KO Shares Bought by Eagle Asset Management Inc. https://t.co/qyySDb7Zg9,0.0,0.0,2018-01-29 09:55:59,neutral
504,2018-01-26 Short volume percent for $QQQ is 60%. https://t.co/M9kPKi4M3l $PSTG 36% $KO 53% $FEZ 75% $TRV 38%,0.0,0.3,2018-01-29 09:54:01,neutral
505,"Achmea Investment Management B.V. Buys 16,805 Shares of The Coca-Cola Co $KO https://t.co/VVZOiAVfnT",0.0,0.0,2018-01-29 09:16:36,neutral
506,$KO https://t.co/ZTIcvYqTx7 Pot. cont. Uptrend LONGERTERM Wly-Dly-Hly combo chart #CocaCola #Stocks https://t.co/Y3cCJ9v0qH,0.0,0.0,2018-01-29 06:21:21,neutral
507,"Lunar Eclipse, #Supermoon, Blue Moon Coincide Next Week; Here's When and How to See It https://t.co/wW7PXcREJU… https://t.co/ZHRbEPx2aA",0.0,0.05,2018-01-29 03:56:46,neutral
508,$KO beautiful breakout from almost a two year base... long https://t.co/p5YJ8bjFYG,-2.31296463464e-17,0.8,2018-01-29 02:59:15,neutral
509,RT @BrandonVanZee: My Dividend Aristocrat Mt. Rushmore continues to cruise to all-time highs. $JNJ $KO $PG $MMM https://t.co/J7skX7Rn21,0.0,0.0,2018-01-29 02:40:45,neutral
510,This Fund Gives Exposure to Large-Cap Growth Companies $VUG $HD $V $CMCSA $PM $AAPL $AMZN $FB $GOOG $HD $V $KO $PM https://t.co/LRiQId4kxF,0.0,0.0,2018-01-29 02:37:59,neutral
511,"RT @NYSE: What: Be one of the first to try all 4 new Diet Coke flavors
Where: Outside the NYSE
When: Mon, Jan 29th, 8:30am-1:00pm
Who: @Die…",0.128787878788,0.279292929293,2018-01-29 01:57:59,positive
512,"RT @NYSE: What: Be one of the first to try all 4 new Diet Coke flavors
Where: Outside the NYSE
When: Mon, Jan 29th, 8:30am-1:00pm
Who: @Die…",0.128787878788,0.279292929293,2018-01-29 00:35:25,positive
513,"Consumer #Staples may have interest rates and #inflation against them, but some exposure is prudent - I discussed w… https://t.co/8ky9jx5lbm",0.0,0.0,2018-01-29 00:27:29,neutral
514,Darvas box breakout. $KO https://t.co/I2jQxpzoKQ,0.0,0.0,2018-01-28 23:06:47,neutral
515,"RT @NYSE: What: Be one of the first to try all 4 new Diet Coke flavors
Where: Outside the NYSE
When: Mon, Jan 29th, 8:30am-1:00pm
Who: @Die…",0.128787878788,0.279292929293,2018-01-28 22:59:21,positive
516,"https://t.co/hfm26q5WYx 
Check out my video on 20 great dividend stocks for 2018!
$T, $WBA, $TROW, $MMM, $AFL, $O,… https://t.co/42iIKeo2HV",1.0,0.75,2018-01-28 22:37:13,positive
517,@iv_trader I sold my last traunch of $ORCL on Friday (Feb $52C .30 to $4.03) and can't help but feeling I may have… https://t.co/z0VcxG78YM,0.0,0.0666666666667,2018-01-28 22:25:32,neutral
518,"#stocks #ETF to #review
$JPSE $JPUS $JPXN $JUNO $KALV $KBE $KBWB $KBWP $KCE $KDMN $KEYW $KFFB $KIM $KNOW $KNX $KO… https://t.co/5EdpyAKvxX",0.0,0.0,2018-01-28 22:09:26,neutral
519,"RT @NYSE: What: Be one of the first to try all 4 new Diet Coke flavors
Where: Outside the NYSE
When: Mon, Jan 29th, 8:30am-1:00pm
Who: @Die…",0.128787878788,0.279292929293,2018-01-28 21:47:59,positive
